District,Ad,FM_Numbers,BDI,Short_Description,Number_of_Contracts_Awarded,Contract_Threshold,Major_Work_Types,Minor_Work_Types,Under_Utilized_Work_Groups,Contract_Amount_Limit,Advertisement_Date,Response_Deadline_Date_Time,Shortlist_Selection_Date,Final_Selection_Date,Selection_Method,Standard_Notes
02,23222,,No,SR5 (US17) (Main ST) N from Trout River to N of SR104,2,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$852,873.00",08/15/2022,08/29/2022 05:00 PM,09/12/2022,10/17/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
02,23224,,Yes,SR51 (US129) from I-75 (SR93) to South of SR25 (US41) - BDI,2,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$566,049.00",08/29/2022,09/12/2022 05:00 PM,09/26/2022,10/31/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
02,23226,,No,SR15 (US17) from Oak Street to Black Creek,2,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$1,961,315.00",08/29/2022,09/12/2022 05:00 PM,09/26/2022,10/31/2022, Letter of Response and Interview, Standard Note 8 
02,23228," 20944143201 
 21067333201",Yes,SRA1A (US105) from Shad Creek to Little Talbot Island - BDI,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$1,010,525.00",04/25/2022,05/09/2022 05:00 PM,06/06/2022,07/11/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
02,23229,,No,SR51(US129)Ohio Ave N from N of SR10(US90) to S of I-10(SR8),1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$1,636,665.00",06/20/2022,07/05/2022 05:00 PM,07/18/2022,08/22/2022, Letter of Response and Interview, Standard Note 8 
02,23230,,No,SR134 from Samaritan Way to Shindler Drive,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$1,679,403.00",04/11/2022,04/25/2022 05:00 PM,05/09/2022,06/27/2022, Letter of Response and Interview, Standard Note 8 
02,23231,,No,SR5 (US17) (Main St) from New Berlin Rd to Katherine Rd,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$4,530,002.00",03/21/2022,04/04/2022 05:00 PM,04/18/2022,05/30/2022, Letter of Response and Interview, Standard Note 8 
02,23232,,No,Continuing Services for Safety Design,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$5,000,000.00",03/28/2022,04/11/2022 05:00 PM,05/02/2022,06/13/2022, Letter of Response and Interview, Standard Note 8 
02,23233,,No,Anastasia State Park from Pope Road to Red Cox Drive,1,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$499,743.00",10/17/2022,10/31/2022 05:00 PM,11/14/2022,12/19/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
02,23234,,No,SR5 (US17) from S of William Burgess Blvd to SR200,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 3.2-Major Highway Design"," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$1,500,000.00",02/28/2022,03/14/2022 05:00 PM,04/04/2022,05/16/2022, Letter of Response and Interview, Standard Note 8 
02,23235,,No,D/W T/O Tran Sys Mgmt & Op Contract,1,Technically Prequalified & Unlimited Audit required," 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications"," 7.3-Signalization 
 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning 
 13.7-Transportation Statistics"," GROUP 6-Traffic Engineering Studies 
 GROUP 13-Planning","$1,500,000.00",05/23/2022,06/07/2022 05:00 PM,06/20/2022,07/11/2022, Letter of Response and Interview, Standard Note 8 
02,23238,,No,Continuing Services for Consultant PE Lab Testing Materials,1,Technically Prequalified & Unlimited Audit required," 9.1-Soil Exploration 
 9.4.1-Standard Foundation Studies"," 9.2-Geotechnical Classification Lab Testing 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 9.5-Geotechnical Specialty Lab Testing",,"$5,000,000.00",03/14/2022,03/28/2022 05:00 PM,04/11/2022,05/23/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
02,23239,,Yes,District Wide for Consultant PE Lab Testing Materials - BDI,1,Technically Prequalified & Unlimited Audit required, 9.2-Geotechnical Classification Lab Testing," 9.1-Soil Exploration 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 9.5-Geotechnical Specialty Lab Testing",,"$1,500,000.00",03/14/2022,04/04/2022 05:00 PM,04/18/2022,05/31/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
02,23240,,No,Continuing Services Materials Verification Testing,1,Technically Prequalified & Unlimited Audit required, 9.3-Highway Materials Testing," 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 9.5-Geotechnical Specialty Lab Testing",,"$5,000,000.00",03/07/2022,03/21/2022 05:00 PM,04/11/2022,05/23/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
02,23241,,No,SR23 (First Coast Xway) from East of CR16A to East of CR209,1,Technically Prequalified & Unlimited Audit required, 9.3-Highway Materials Testing," 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 9.5-Geotechnical Specialty Lab Testing",,"$7,700,417.00",02/14/2022,02/28/2022 05:00 PM,03/21/2022,05/02/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
02,23242,,No,SR15 (US17) From: CR309 IN Satsuma To: W. Of Dunn Creek brid,1,Technically Prequalified & Unlimited Audit required, 9.3-Highway Materials Testing," 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 9.5-Geotechnical Specialty Lab Testing",,"$5,661,423.00",12/05/2022,12/19/2022 05:00 PM,01/03/2023,02/06/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
02,23243,,No,SR23(FIRST COAST XWAY) FROM I-95(SR9) TO EAST OF CR16A SPUR,1,Technically Prequalified & Unlimited Audit required, 9.3-Highway Materials Testing," 9.1-Soil Exploration 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 9.5-Geotechnical Specialty Lab Testing",,"$5,596,246.00",05/16/2022,05/31/2022 05:00 PM,06/20/2022,08/01/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
02,23244,,No,I-95(SR9) NB/ST MARY'S RIVER BRIDGE NO. 740089,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,276,199.00",11/14/2022,11/28/2022 05:00 PM,12/12/2022,01/16/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23245, 43205426201,No,I-10 Bridge Replacement (at Piddlin Creek),1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$823,310.00",03/14/2022,03/28/2022 05:00 PM,04/18/2022,05/23/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23246,,No,I-95(SR9) @ SR115(US1)/ML KING/20TH STREET,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$4,066,980.00",06/20/2022,07/05/2022 05:00 PM,07/18/2022,08/22/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23247,,No,I-295(SR9A) @ SR228(NORMANDY BLVD) OPERATIONAL IMPROVEMENTS,2,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,472,368.00",09/19/2022,10/03/2022 05:00 PM,10/17/2022,11/21/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23249,,Yes,SR15(US17) FROM NORTH BOUNDARY ROAD TO SR207 - BDI,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$867,134.00",12/19/2022,01/03/2023 05:00 PM,01/16/2023,02/20/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
02,23250,,No,CR361 OVER SPRING WARRIOR CREEK BRIDGE NO380037,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,835,453.00",10/17/2022,10/31/2022 05:00 PM,11/14/2022,12/19/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23251,,No,SR5(US1) FROM E 15TH STREET TO W 17TH STREET,2,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$2,308,369.00",10/24/2022,11/07/2022 05:00 PM,11/21/2022,12/26/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23252,,No,SR55(US19) FROM: GILCHRIST CL TO: NE 8TH STREET,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,180,996.00",09/19/2022,10/03/2022 05:00 PM,10/17/2022,11/21/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23253,,No,SR228 Add Turn Lane (Yellow Water Road to North Solomon Rd.),1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$735,609.00",03/21/2022,04/11/2022 05:00 PM,,05/16/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23254,,No,SR 206 from SR 207 to I-95,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,304,776.00",03/14/2022,03/28/2022 05:00 PM,04/18/2022,05/16/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23255,,No,SR47 FROM US129 TO CR232,2,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$2,747,908.00",11/14/2022,11/28/2022 05:00 PM,12/12/2022,01/16/2023, Expanded LOR and Oral Presentations," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23257,,No,I-295(SR9A) FROM: ST. JOHNS BLUFF TO: BEACH BOULEVARD,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,190,671.00",07/18/2022,08/01/2022 05:00 PM,08/15/2022,09/19/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23258,,No,SR5(US1) FROM SR206 TO MOULTRIE CREEK,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,650,733.00",10/10/2022,10/24/2022 05:00 PM,11/07/2022,12/12/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23260,,No,AREA WIDE BRIDGE INSPECTION (NON_INTERSTATE),1,Technically Prequalified & Unlimited Audit required," 5.1-Conventional Bridge Inspection 
 5.2-Movable Bridge Inspection 
 5.3-Complex Bridge Inspection", 5.4-Bridge Load Rating, GROUP 5-Bridge Inspection,"$3,491,000.00",02/14/2022,03/07/2022 05:00 PM,03/28/2022,04/25/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
02,23261,,No,DW TSMA/HMLP NON INTERSTATE INSPECTION,1,Technically Prequalified & Unlimited Audit required, 5.1-Conventional Bridge Inspection,, GROUP 5-Bridge Inspection,"$1,020,000.00",02/21/2022,03/07/2022 05:00 PM,03/28/2022,05/09/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
02,23262,,No,Community Traffic Safety Program Studies Support,1,Technically Prequalified & Unlimited Audit required, 6.1-Traffic Engineering Studies,, GROUP 6-Traffic Engineering Studies,"$1,500,000.00",03/28/2022,04/18/2022 05:00 PM,05/09/2022,06/20/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
02,23263,,No,SR25(US441) FROM SR331(WILLISTON ROAD) TO SR24(ARCHER ROAD),1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$587,957.00",12/19/2022,01/04/2023 05:00 PM,01/16/2023,02/20/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23264,,No,SR26 (Newberry RD) from W of CR241 S to W of I-75 (SR93),1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$1,508,716.00",06/20/2022,07/05/2022 05:00 PM,07/25/2022,08/29/2022, Letter of Response and Interview, Standard Note 8 
02,23265,,No,Districtwide Traffic Operations Study,1,Technically Prequalified & Unlimited Audit required, 6.1-Traffic Engineering Studies," 3.1-Minor Highway Design 
 6.2-Traffic Signal Timing 
 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization"," GROUP 3-Highway Design - Roadway 
 GROUP 6-Traffic Engineering Studies","$1,500,000.00",05/09/2022,05/23/2022 05:00 PM,06/06/2022,07/18/2022, Letter of Response and Interview, Standard Note 8 
02,23266,,No,I-295 (SR9A) N of Commonwealth to S of I-95 N. Interchange,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.2-Major Highway Design 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration", GROUP 3-Highway Design - Roadway,"$2,000,000.00",05/02/2022,05/16/2022 05:00 PM,06/06/2022,07/18/2022, Letter of Response and Interview, Standard Note 8 
02,23267,,No,SR23 (First Coast Expressway) from I-95 to E of CR16A SPUR,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$31,684,364.00",04/18/2022,05/02/2022 05:00 PM,,06/20/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
02,23268,,No,180TH ST BRIDGE REPLACEMENT LITTLE RIVER BRIDGE NO. 380037,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,753,933.00",06/27/2022,07/11/2022 05:00 PM,07/25/2022,08/29/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,22301,,No,General Engineering Consultant Services,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 3.2-Major Highway Design 
 3.3-Controlled Access Highway Design 
 11.0-Engineering Contract Admin. and Management"," 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 5.1-Conventional Bridge Inspection 
 5.4-Bridge Load Rating 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI 
 13.3-Policy Planning 
 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning 
 13.6-Land Planning/Engineering 
 13.7-Transportation Statistics 
 14.0-Architect 
 15.0-Landscape Architect 
 21.0-Acquisition, Negot., Closing, & Order of Taking 
 22.0-Acquisition Business Damage Estimating & Estimate Review 
 24.0-Acquisition Relocation Assistance"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations 
 GROUP 10-Construction, Engineering, and Inspection (CEI) 
 GROUP 15-Landscape Architect","$35,000,000.00",01/24/2022,02/14/2022 05:00 PM,02/28/2022,04/25/2022, Letter of Response and Oral Presentation, Standard Note 8 
